Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
1.0,10.0,1.0,34.42701051655265,292.0,Yes,231.07672398973412,642.4714426905218,Standard,Standard,High_spent_Medium_value_payments,42.0,71695.68,3.0,6.0,19.0,2.0,5734.639999999999,13.57,529.91,94.63342650475914
5.0,9.0,3.0,41.18103758624502,292.0,Yes,231.07672398973412,497.7538495055066,Standard,Standard,High_spent_Medium_value_payments,42.0,71695.68,3.0,6.0,19.0,2.0,5734.639999999999,13.57,529.91,94.63342650475914
5.0,5.0,3.0,28.951501019075952,294.0,Yes,735.274212205926,33.556361289314786,Standard,Standard,High_spent_Medium_value_payments,42.0,71695.68,3.0,6.0,19.0,2.0,5734.639999999999,13.57,529.91,94.63342650475914
6.0,11.0,0.0,39.47371018728529,378.0,No,123.44728416272957,287.76397821425275,Poor,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
11.0,14.0,0.0,31.94588872506305,378.0,No,56.551326113582974,344.6599362633993,Poor,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
10.0,8.0,0.0,38.32466806504618,379.0,No,170.3225903771656,250.8886719998167,Poor,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
6.0,11.0,0.0,34.69275112417782,380.0,No,101.64386993527742,309.56739244170484,Standard,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
6.0,11.0,0.0,31.34538889475236,381.0,No,87.1605500545718,314.0507123224105,Standard,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
6.0,11.0,0.0,25.5412085320206,382.0,No,35.128810537413486,356.08245183956876,Standard,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
6.0,11.0,0.0,28.21209113469969,383.0,No,60.47431584902746,350.7369465279548,Poor,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
6.0,11.0,3.0,23.755263682841363,384.0,NM,103.39399140955321,317.81727096742907,Poor,Good,Low_spent_Medium_value_payments,20.0,18438.875,0.0,4.0,10.0,1.0,1275.7586924571965,5.08,435.96,205.1602534991548
4.0,12.0,2.0,40.29478399013215,304.0,No,171.58896857425458,633.6026240537824,Good,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
4.0,12.0,2.0,29.060659396905304,305.0,No,63.578237913701976,704.3034287529648,Good,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
4.0,10.0,2.0,35.95104530137453,306.0,No,171.58896857425458,606.2926980924121,Good,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
4.0,12.0,2.0,30.277848854714662,307.0,No,171.58896857425458,290.46508171800144,Good,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
8.0,12.0,2.0,24.91110055106884,307.0,No,680.2685097763931,137.61315689027356,Good,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
4.0,12.0,2.0,27.170707940073928,309.0,No,171.58896857425458,608.9573818374353,Good,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
4.0,12.0,2.0,36.16659897419059,310.0,No,284.95070483153705,532.9309618351297,Standard,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
4.0,12.0,2.0,29.76804418787517,311.0,No,77.6304728981662,700.2511937685006,Standard,Good,High_spent_Medium_value_payments,24.0,66681.8,2.0,1.0,11.0,0.0,5278.816666666667,3.55,679.2,0.0
29.0,18.0,10.0,31.368523731027924,95.0,Yes,124.37095178640476,240.60078166382652,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
28.0,19.0,10.0,32.77278836242482,96.0,Yes,15.127020940106016,299.8447125101253,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
23.0,18.0,10.0,33.56137702066096,97.0,Yes,53.84215713694051,301.12957631329084,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
28.0,18.0,10.0,24.17041900955676,98.0,Yes,58.58263606146493,276.38909738876634,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
28.0,18.0,10.0,30.1288784558394,99.0,Yes,128.7654091747755,216.2063242754558,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
29.0,19.0,10.0,31.39201293027716,100.0,Yes,54.41449325823693,280.5572401919944,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
28.0,19.0,10.0,30.158830886458613,101.0,Yes,48.52127877637746,276.4504546738538,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
28.0,19.0,10.0,24.869413323745263,102.0,Yes,66.86949654224196,298.1022369079893,Standard,Bad,High_spent_Small_value_payments,32.0,20341.87,8.0,9.0,34.0,7.0,1505.155833333333,20.74,4006.34,75.54384988310204
25.0,24.0,7.0,39.93950529887163,239.0,Yes,125.22427326604387,330.3305981730107,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
25.0,21.0,11.0,32.4163454303832,240.0,Yes,130.68029635101198,324.8745750880425,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
25.0,24.0,11.0,35.69523322167751,241.0,Yes,72.45872686150129,353.09614457755333,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
28.0,24.0,11.0,25.11167622106629,242.0,Yes,109.0717338153135,356.48313762374113,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
25.0,24.0,11.0,38.12312845198902,243.0,Yes,188.22538663696145,257.3294848020932,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
25.0,26.0,11.0,21.988080484865343,243.0,NM,313.71753094166235,151.83734049739226,Standard,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
26.0,24.0,11.0,34.6223188169038,245.0,Yes,139.9191721420734,295.6356992969812,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
24.0,24.0,11.0,38.11632485369219,246.0,Yes,105.71338429843956,339.841487140615,Poor,Bad,Low_spent_Small_value_payments,17.0,29198.56,7.0,5.0,18.0,4.0,2340.2133333333336,9.61,1393.85,58.46646189427882
3.0,5.0,1.0,29.47860879651836,358.0,No,103.18695365979393,781.4774795024194,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,5.0,1.0,38.2111119393968,359.0,NM,509.85040997313973,414.81402318907374,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,5.0,1.0,35.3571951638831,360.0,No,212.9886977364701,711.6757354257434,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,5.0,1.0,28.842965674339,360.0,No,212.9886977364701,647.5720134268109,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,5.0,1.0,26.561787932221176,362.0,No,219.2805031564236,685.3839300057897,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,5.0,1.0,28.76275347329457,363.0,No,185.7785751996809,718.8858579625323,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,5.0,3.0,35.92947971403369,364.0,No,768.8202328779628,165.84420028425052,Good,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
3.0,2.0,3.0,40.000275024421406,365.0,No,60.72935307420884,823.9350800880046,Standard,Good,High_spent_Large_value_payments,52.0,87636.03,4.0,1.0,4.0,2.0,7265.0025,3.38,202.96,81.83581683778664
59.0,16.0,10.0,34.40892623176202,220.0,Yes,97.2443162898868,308.8773346465608,Poor,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
63.0,16.0,10.0,35.06939276184962,221.0,Yes,126.9717689589441,279.14988197750347,Poor,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
59.0,16.0,10.0,23.642732673062635,222.0,Yes,134.11937588255776,282.00227505388983,Standard,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
59.0,18.0,11.0,27.70842917573121,223.0,NM,149.36453361579822,276.7571173206493,Poor,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
59.0,16.0,11.0,26.428577694295136,224.0,Yes,161.6277980212611,264.4938529151865,Poor,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
59.0,19.0,11.0,33.58143215236842,225.0,Yes,30.47899781789512,345.64265311855246,Poor,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
59.0,16.0,11.0,28.86275292942293,226.0,Yes,105.76839562586548,300.35325531058214,Standard,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
59.0,18.0,11.0,34.542898543896065,227.0,Yes,216.4902303959186,209.63142054052898,Poor,Standard,Low_spent_Large_value_payments,16.0,17461.98,6.0,5.0,21.0,2.0,1642.165,14.77,1405.7,28.09484906355243
47.0,25.0,7.0,30.23480585500416,107.0,Yes,119.37694763866432,197.25357687280297,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
47.0,23.0,7.0,23.13351306630231,108.0,Yes,150.93263802434225,175.697886487125,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
47.0,23.0,7.0,29.178580082905675,109.0,Yes,166.8686299559861,159.76189455548115,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
47.0,23.0,7.0,29.319197081424303,110.0,Yes,115.03926181403357,211.5912626974337,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
51.0,26.0,7.0,25.41495712244973,111.0,Yes,100.23140429829559,196.3991202131717,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
49.0,23.0,7.0,24.494951280767214,112.0,NM,51.477169326398474,275.1533551850688,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
47.0,26.0,7.0,38.62185652212537,113.0,Yes,130.63021227523924,196.00031223622798,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
47.0,23.0,7.0,39.121351254622205,114.0,Yes,46.35499954500803,240.27552496645924,Poor,Bad,Low_spent_Small_value_payments,18.0,19170.45,8.0,9.0,15.0,8.0,1510.5375,18.93,4402.46,114.42322548853274
15.0,14.0,4.0,32.744502732499726,225.0,Yes,453.17317445722847,232.66205381727002,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
14.0,14.0,4.0,25.642264613239032,226.0,Yes,344.1169014384428,331.71832683605567,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
15.0,12.0,4.0,32.69213119534133,227.0,Yes,114.11759500282848,531.7176332716698,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
15.0,14.0,5.0,26.600574848946447,228.0,Yes,63.96338873979693,591.8718395347015,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
15.0,14.0,5.0,30.64050825292419,229.0,Yes,587.9340571313097,107.90117114318883,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
15.0,16.0,5.0,28.45177909485416,230.0,Yes,74.17833157494366,581.6568966995547,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
15.0,14.0,5.0,35.38660374279103,231.0,Yes,142.20532098422132,543.6299072902772,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
15.0,14.0,5.0,39.93600695232476,232.0,Yes,580.7970227287626,115.03820554573582,Standard,Standard,High_spent_Medium_value_payments,20.0,61600.83,7.0,7.0,16.0,3.0,5313.4025,18.46,2062.09,125.50502172550163
23.0,9.0,1.0,23.264319433007145,209.0,Yes,74.20096565706447,358.9322072575563,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
23.0,12.0,1.0,36.93278755223928,210.0,Yes,135.3533917373581,327.77978117726263,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
23.0,9.0,1.0,29.65091118793887,210.0,Yes,87.0327479890575,366.1004249255633,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
18.0,11.0,1.0,37.34637892700401,212.0,Yes,170.88349113629678,282.24968177832403,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
19.0,9.0,1.0,34.2081366679409,213.0,Yes,255.84968118923211,207.28349172538864,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
23.0,9.0,1.0,31.245789138545703,214.0,Yes,167.3737601620497,265.75941275257105,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
26.0,9.0,1.0,35.779949467998094,215.0,Yes,135.3533917373581,384.3009499460253,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
23.0,9.0,5.0,36.30788140755314,216.0,Yes,130.3823946084735,312.75077830614725,Standard,Standard,High_spent_Small_value_payments,30.0,35844.66,7.0,6.0,17.0,4.0,2743.0550000000007,12.07,62.16,101.1723270853793
30.0,11.0,9.0,29.70253753340493,217.0,NM,88.02652753182275,291.15326492717753,Poor,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
33.0,14.0,9.0,34.47566233464151,218.0,Yes,112.68036240626198,266.49943005273826,Poor,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
30.0,11.0,9.0,38.05306849380661,219.0,Yes,100.15052166304936,279.0292707959509,Poor,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
30.0,9.0,9.0,23.62464120164894,220.0,Yes,94.53930777876684,304.6404846802334,Poor,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
30.0,10.0,9.0,25.073195266678592,220.0,Yes,53.31861440356984,345.8611780554304,Poor,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
28.0,8.0,9.0,30.573536331361176,222.0,Yes,132.75412177242862,266.4256706865716,Poor,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
30.0,9.0,9.0,27.372178420550995,223.0,Yes,48.70402326454277,310.4757691944575,Standard,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
30.0,12.0,9.0,36.19204889992426,224.0,Yes,40.38478979475382,328.7950026642464,Standard,Standard,Low_spent_Small_value_payments,43.0,16069.44,3.0,4.0,20.0,2.0,1311.12,16.57,2550.25,21.9322075409998
10.0,2.0,4.0,35.10158880421876,307.0,No,81.77840729535704,334.36094706891896,Good,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,0.0,4.0,36.67585804587599,308.0,No,64.81696022686808,351.32239413740797,Good,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,3.0,4.0,39.36053677151098,309.0,No,142.87869659337662,313.26065777089934,Good,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,3.0,4.0,38.55522304793092,310.0,No,70.18140560762792,365.9579487566481,Standard,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,3.0,4.0,38.13924208023602,311.0,No,64.81696022686808,318.97926498738184,Standard,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,1.0,4.0,24.13102919317421,312.0,No,53.69631256500517,392.4430417992709,Standard,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,3.0,4.0,24.213147670917277,313.0,No,45.70977011162886,380.42958425264715,Standard,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,6.0,4.0,23.62152517864937,314.0,No,55.02533891790949,381.1140154463665,Standard,Good,High_spent_Medium_value_payments,28.0,21414.43,5.0,2.0,5.0,3.0,1963.535833333333,10.58,39.47,30.21422896905732
14.0,11.0,0.0,24.809758873243734,273.0,No,160.70292011461305,603.3805259003827,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
13.0,11.0,0.0,37.407105637585616,274.0,No,156.83883242679354,597.2446135882022,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
11.0,14.0,0.0,39.68781770184718,274.0,No,158.208012954144,605.8754330608517,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
11.0,12.0,0.0,35.618220894339544,276.0,No,247.35575001468754,526.7276960003084,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
11.0,12.0,0.0,33.745703440009386,277.0,No,541.8558370691807,242.2276089458152,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
11.0,12.0,0.0,29.05592412019186,278.0,No,685.4954536875049,98.58799232749097,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
15.0,9.0,0.0,31.47578033908201,278.0,No,269.5475789675137,494.5358670474822,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
11.0,11.0,0.0,30.479554343979487,280.0,No,477.69892607400186,306.384519940994,Standard,Good,Low_spent_Large_value_payments,36.0,94934.94,2.0,5.0,3.0,4.0,8039.245,6.83,975.21,289.8410539850042
24.0,15.0,4.0,38.99882696469328,104.0,Yes,128.6555033979065,562.9998101558674,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
26.0,15.0,4.0,33.58862839357245,105.0,Yes,591.0214303506915,150.63388320308246,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
24.0,15.0,4.0,23.72633974497589,106.0,Yes,262.6213849109051,439.0339286428689,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
24.0,15.0,4.0,22.812303151961835,107.0,Yes,619.5320337667981,112.12327978697584,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
21.0,15.0,4.0,31.087308579814557,108.0,Yes,394.2061151229661,317.4491984308078,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
24.0,15.0,4.0,25.792150673569456,109.0,Yes,354.8669596186828,346.78835393509115,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
24.0,17.0,4.0,34.36728425848787,110.0,Yes,79.48677959544592,612.168533958328,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
21.0,17.0,5.0,30.954900187855877,111.0,Yes,354.8669596186828,516.0381101116246,Standard,Standard,High_spent_Medium_value_payments,19.0,103755.87,8.0,4.0,12.0,7.0,8577.3225,7.27,1013.57,406.07693644622606
30.0,21.0,11.0,37.34003245599839,59.0,Yes,183.65738257206215,236.7385953153546,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
30.0,18.0,11.0,25.60028131015801,59.0,Yes,22.873276883639964,357.5227010037768,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
35.0,15.0,11.0,28.30497892283949,61.0,Yes,52.83433552322832,327.5616423641884,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
31.0,18.0,11.0,31.40093527328472,62.0,Yes,33.151176066933964,347.2448018204828,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
30.0,18.0,11.0,22.730806333494268,63.0,Yes,63.869877349047115,326.52610053836963,Standard,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
30.0,18.0,11.0,32.38374365604541,64.0,NM,97.7835770907053,302.61240079671137,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
30.0,18.0,11.0,40.10178288344645,65.0,Yes,117.75380365394392,302.6421742334728,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
32.0,20.0,11.0,36.081853826144965,66.0,Yes,47.50632060249898,332.88965728491775,Poor,Bad,High_spent_Medium_value_payments,25.0,16819.98,6.0,7.0,33.0,5.0,1680.665,1.07,3048.28,37.67052211258328
14.0,14.0,1.0,36.63512331174942,385.0,No,92.90802391250601,541.3221045459787,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
16.0,17.0,1.0,37.128971891712496,386.0,No,313.65011728935383,340.58001116913107,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
14.0,17.0,1.0,37.59350548772301,387.0,No,106.0282576418081,528.2018708166768,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
14.0,17.0,1.0,36.48559660443724,388.0,No,131.77466543009885,502.455463028386,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
10.0,16.0,1.0,28.294862458388074,389.0,NM,246.1508773618053,408.0792510966795,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
14.0,17.0,1.0,27.038954748864263,390.0,No,118.91269640677608,525.3174320517087,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
14.0,17.0,1.0,37.1124003687919,391.0,No,168.60094023256892,475.629188225916,Standard,Standard,High_spent_Large_value_payments,18.0,57588.9,3.0,4.0,5.0,3.0,5098.075,1.07,288.34,115.5773715415152
